record_id,source_system,source_container,item_path,item_name,item_kind,format,size_bytes,created_at,modified_at,source_id,web_url,sha256,text_sha256,classification_level,classification_label,classification_status,proposed_category,editorial_status,duplicate_of,article_association,inspection_scope,rationale,warnings
zip:2dd26cd67a44:0046,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,PROMPT AUDITORIA.docx,PROMPT AUDITORIA.docx,file,docx,15619,,2026-06-16T12:33:14,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:f42f2c81,,0e1c2e0bcaf170adea4325bba299cd25811f25aaab9b3f213fd85699e1cc5232,530f2fe25f56cec535815cafb2b2ed4794a8cfa27b4bf5b18a970c2dfbc9d5f6,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:2dd26cd67a44:0047,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,Prompt — Redação de desfecho (padrão curto e objetivo).docx,Prompt — Redação de desfecho (padrão curto e objetivo).docx,file,docx,7651,,2026-03-22T13:53:46,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:c2f6410b,,f0810700cdba37be28632d458c66dcbb447de48cbf296918053da13b7817cf44,1d96747033f06247514e40211dd9d6561869a75c6d8154059d909e60c0bfe9bb,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:2dd26cd67a44:0048,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,SCRIPT ESCRITA RESPOSTA CLÍNICA REVIEWS.docx,SCRIPT ESCRITA RESPOSTA CLÍNICA REVIEWS.docx,file,docx,10014,,2026-03-22T13:46:32,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:957fe7a3,,3ea5fecd6f763775f586c9d14489b151c7b7a6ad08895590827df905fea80c98,b5a693280f462ff14a870007e4784f9fa6e56f7e5bee3536e99c0d16cc268a7b,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:2dd26cd67a44:0049,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,prompts para imagens instagram/edições do mes/edições do mes slide 2.docx,edições do mes slide 2.docx,file,docx,10042,,2026-05-26T10:57:02,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:25cce9c0,,cb267c06f09ab4874af0a085db5c09af73f200b450b653c5dfd04923185672a2,af134e2247e05df6a0fd7544b6c3e0e300eafa66df0234e53eccbab30f6fcb0f,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:2dd26cd67a44:0050,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,prompts para imagens instagram/o que é o reviews/slide 2 o que é reviews.docx,slide 2 o que é reviews.docx,file,docx,9582,,2026-05-27T09:03:18,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:17eeb42d,,e955efb061f3cd2573ed34c69b438e651939643a678da0bf028e13d88d983597,aeb0b217568c220c0facee85a07b390b8243924f136e62b7c73182d82960149f,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:2dd26cd67a44:0051,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,prompts para imagens instagram/edições da semana/edição semana slide 3.docx,edição semana slide 3.docx,file,docx,9394,,2026-05-26T10:26:12,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:51e630c7,,1648f1830545b72629c445950c6cda288c3dd0d32bafa9bf680abbed4126ab50,e02519a12e46b3b14eb247786e50d8a87d08c733b2520ee3e7e81989cef7fabc,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:2dd26cd67a44:0052,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,prompts para imagens instagram/o que é o reviews/slide 4 o que é o reviews.docx,slide 4 o que é o reviews.docx,file,docx,9778,,2026-05-27T09:04:50,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:c86a0cb1,,3d7c43141da5b536e57c85699adf9decb4dd9802f3756c2915550f9b92029ff7,207eac0beee882ebbdb2265e8cb44be94126275458cb04c932c4482b463352e4,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:2dd26cd67a44:0053,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,Prompt Upgrade Imagem.docx,Prompt Upgrade Imagem.docx,file,docx,317091,,2026-05-07T16:38:08,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:614a7d2e,,bd5009c987dc41df6745f92807b8e4a9cb506f995c1aac5c23269887437812e0,1bf07e5e2ba5b913b3d2c93b9847335d4580554a60748f33391f39566043cca2,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:2dd26cd67a44:0054,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,prompts para imagens instagram/produto-serviço/slide 3 produto.docx,slide 3 produto.docx,file,docx,9243,,2026-05-27T10:11:02,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:64ba354b,,51527976dce6b4e68edcbdfb7530d6d1f743d6ea9afa829b66a3ea1f1624175f,281265b030856097b202e25cc7d1b01cb4b62b77e9714326eb6e8746a6ac0db1,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:2dd26cd67a44:0055,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,prompts para imagens instagram/edição destaque do mes/edição destaque mes.docx,edição destaque mes.docx,file,docx,9165,,2026-05-26T10:50:06,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:54255a40,,cab0b0f8bb3be4152afe7245fb48e426e192a187090608d68926d63c990a78d4,014a7a532a94faabd699acd02fb65ead590e1de3926fcca7e44ddc8c01784d39,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:2dd26cd67a44:0056,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,PROMPT REFAZER E TRADUZIR IMAGEM AO ESTILO REVIEWS.docx,PROMPT REFAZER E TRADUZIR IMAGEM AO ESTILO REVIEWS.docx,file,docx,11024,,2026-06-01T07:03:10,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:75b3b5f5,,5c376f3030b8d878797fa5b6a33b2b8f5ec823d5bbdb58983366e9c7e6dc136d,f150ac65d9727d643a38875770cbcbce0aebbfa19a7a34f38dfa9bea657f5ace,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:2dd26cd67a44:0057,local-zip,D:\drive-download-20260722T201201Z-1-001.zip,Prompt Geral 1.docx,Prompt Geral 1.docx,file,docx,9811,,2026-03-22T13:52:12,2dd26cd67a443c09ec101f0ca547830851c818821611259285c1387c40d96587:f2bc2520,,4d9ef796f02a12664b2eca32c1eb726b3abbf4a97d13d4b0166cc6856e704cbe,f12d69b78dc0ddcede6aeefa06b61f535a34f5fa46c574d99d6b6610bcea5d9c,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:84b1d91767a0:0001,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Reviews DGA 2025-2030/dga 2000-2025.png,dga 2000-2025.png,file,png,1298085,,2026-01-15T12:58:44,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:12846f50,,ed25baf410a933cb86995cc55e9a60f7350429579d3dca89fb113cd21ea7d49a,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",
zip:84b1d91767a0:0002,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Reviews DGA 2025-2030/myplate.jpg,myplate.jpg,file,jpg,376832,,2026-01-18T13:45:16,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:bb98f30d,,ff1e93ddffd47dd27ba93c2b9aed1bc7c24511f29053a946c860bbd00bf82689,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",
zip:84b1d91767a0:0003,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Necessidade cultural x real Proteína/TEXTO1-1-600x400-1.png,TEXTO1-1-600x400-1.png,file,png,431766,,2026-02-17T10:14:38,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:58d0fff9,,3560f079cefc1b0d31177c4f04a4cab7b74243c7bf80d47698a69df427c6ffb7,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",
zip:84b1d91767a0:0004,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Reviews Treinamento e AVC 13_05.docx,Cópia de Reviews Treinamento e AVC 13_05.docx,file,docx,317684,,2026-05-16T12:45:10,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:94686011,,c68986ef7e4545090dc799b87371642ce869aec49d78f8e68b64770840b16dd1,da101bd77ef7ee9d3c76250a41eea78bf998c7d45189aaa6dd5cd536fb35e36a,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0005,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Reviews DGA 2025-2030/MyPyramidFood.png,MyPyramidFood.png,file,png,366229,,2026-01-18T13:44:38,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:bdd782f5,,2ae60ceab6ab51f265de44ba70e6ea8db9a02e94e47a482e90c5a17ec5add6c0,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",
zip:84b1d91767a0:0006,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Resposta Clínica Obesidade Infantil e Açúcar 09_03.docx,Cópia de Resposta Clínica Obesidade Infantil e Açúcar 09_03.docx,file,docx,314549,,2026-07-02T03:33:22,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:6b73ce39,,d37f502adf8c4f14af43a70ae55fdf0f96171a81096474e3b68d330b48f8a0ba,06f623b0d721522407a168a8d3c0d438e6d57ae62c77248145f85cfbc8eb1eac,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0007,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Cópia de Reviews Peptistrong 04_02.docx,Cópia de Reviews Peptistrong 04_02.docx,file,docx,318906,,2026-02-05T03:10:38,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:c698bfbe,,76156bf512ff1eb1a2b8b3bae446ece2d5351bb78f3bf8817a81e6ed0f55395d,225e2e0768a579d101101159775591cdd1c590941bb569d5d7d689720da3f842,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",contém trechos com formatação vermelha
zip:84b1d91767a0:0008,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Sugestões de Temas/Temas Reviews DEZ_25.docx,Temas Reviews DEZ_25.docx,file,docx,8676,,2025-12-01T04:59:38,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:5168a335,,78e43f7181b02d435807b51a4cf15eafaa2f2eda0bbb0a9b3fe1a92bbe7b7a00,613feab0778757ac534f418df05a242cdc95ab24393b3434bf4f41e81c3bd2e9,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:84b1d91767a0:0009,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Cópia de Reviews Framework EASO 20_05.docx,Cópia de Cópia de Reviews Framework EASO 20_05.docx,file,docx,316715,,2026-05-25T06:44:00,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:2d9eb5ab,,f82a66091b83eb33016ddbcf159d7ea6c43e8b72146a9cf8881901f500fbe858,b267d07dc5595c4e548bdf01d1ebf274bc0195522d2e0bf109b93f96c7252d54,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0010,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,[Revisando] Resposta Clínica TRT Disfunção Sexual 23_12_25.docx,[Revisando] Resposta Clínica TRT Disfunção Sexual 23_12_25.docx,file,docx,316477,,2026-01-04T11:47:44,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:0d4c48c7,,bee6751c6bf18ea1f67ebce2c2c9224127ef9f028714fcbaee4ca7c1f7a34e1b,acc084059cf78b681739b09598d65ddc9de72b87aa3852c6bdf3f56f77d3ae34,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0011,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Resposta Clínica Vaginose Bacteriana 28_01.docx,Cópia de Resposta Clínica Vaginose Bacteriana 28_01.docx,file,docx,314997,,2026-02-22T13:49:00,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:c6265d97,,99ddcbbf286df5d3785bf69669b8cf3a98d056f989a22ebfc4ecf397175751c0,a6035f3e974d1dac55d34cac398d4fdd17fb2db98ca17e2f63617f800f22aed7,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0012,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Resposta Clínica AUP e CA 31_01.docx,Cópia de Resposta Clínica AUP e CA 31_01.docx,file,docx,314326,,2026-01-31T15:38:50,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:1fbebbf8,,5098a5a0f0d01c3aecd52d0a63944dbc9f3a1a8bb37bb5019267e5fb1c0a563a,fa98cde11dfe62a91f9dc59c1ac5519fa00bbd5cf3657e34f175c70b6acc2d9e,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0013,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Reviews Guideline ACG 2026 30_03.docx,Cópia de Reviews Guideline ACG 2026 30_03.docx,file,docx,320624,,2026-03-30T14:00:48,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:c1d592fd,,387b21865678577d8ffbec263c77c4eca13dfe9daa7b82c711477464b9d5e5dd,13481d660913e768ba36cbf1efae9a0b1b20584d0c86b3c7e733b45245fc1194,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0014,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Cópia de Reviews classificação UPF 14_04.docx,Cópia de Reviews classificação UPF 14_04.docx,file,docx,322299,,2026-04-14T15:54:32,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:7c914d87,,b0253ef5a8f36b5729ef4687d77168d414ec0fb9e5a48f699c0c5b963ea545a4,b9514dd6ab881dfe0796013cc35fbd68e3fcbfe46c296c1183d8f32a6b503950,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",contém trechos com formatação vermelha
zip:84b1d91767a0:0015,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Versões antigas/Resposta Clínica Análogos de GLP-1 Cópia 05_12.docx,Resposta Clínica Análogos de GLP-1 Cópia 05_12.docx,file,docx,319037,,2026-01-21T13:41:44,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:369bd994,,fab65681de08ad14350a3c04268a6e3e210c349f05c1572c02c1e27c1f11f842,61cb6da2272bb1fab71ac39a607a2e60f9f2f7e574af8966a512f49e13e046bb,E,legado ou desatualizado,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Localização explicitamente histórica ou de teste.,5 comentário(s) Word; contém trechos com formatação vermelha
